ID,번호,유형,공고명,지역,게시일,마감일,상태,조회수,URL
LH_lease_363,834,공공임대,고양능곡샘터3단지 50년 공공임대주택 예비입주자 모집 공고,경기도,2025.02.28,2025.03.12,접수마감,53770,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017553&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_369,846,영구임대,[정정공고]파주운정3 A24BL 영구임대주택 추가 입주자 모집공고,경기도,2025.03.05,2025.03.14,접수마감,29832,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017599&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_382,881,공공임대,[정정공고]시흥시 10년 공공임대주택 예비입주자 모집,경기도,2025.03.10,2025.03.17,접수마감,81591,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060825&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_389,897,행복주택,관악봉천 H-1ㆍ2ㆍ3BL 행복주택 입주자격완화 추가모집,서울특별시,2025.03.13,2025.03.26,접수마감,145021,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017643&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_391,899,국민임대,연천전곡1단지 국민임대주택 예비입주자모집 공고,경기도,2025.03.14,2025.03.27,접수마감,3368,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017619&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_392,901,국민임대,파주시 지역 국민임대주택 예비입주자 모집,경기도,2025.03.14,2025.04.03,접수마감,17536,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017618&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_394,903,국민임대,김포장기 초당마을 국민임대주택 예비입주자 모집공고,경기도,2025.03.14,2025.04.04,접수마감,21108,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017637&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_396,905,국민임대,[정정공고]남양주가운1단지 국민임대 예비입주자 모집 공고,경기도,2025.03.14,2025.04.11,접수마감,16108,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017633&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_399,910,국민임대,파주시 국민임대 예비입주자 모집공고('25.3.14),경기도,2025.03.14,2025.03.26,접수마감,46067,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017612&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_400,911,국민임대,"의정부시, 포천시 국민임대주택 예비입주자 모집 공고",경기도,2025.03.14,2025.03.31,접수마감,72064,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017615&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_403,914,국민임대,남양주시 지역 국민임대주택 예비입주자 모집,경기도,2025.03.14,2025.03.27,접수마감,25776,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017659&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_404,915,국민임대,"강남에버시움(서울강남3), 서울서초3 국민임대주택 예비입주자 모집공고",서울특별시,2025.03.14,2025.03.27,접수마감,197469,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017662&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_405,916,국민임대,평택시.안성시 지역 국민임대 예비입주자 모집공고(2025.03.14),경기도,2025.03.14,2025.03.27,접수마감,21769,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017664&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_406,917,국민임대,화성시 지역 국민임대주택 예비입주자 모집 공고(입주자격완화),경기도,2025.03.14,2025.03.26,접수마감,119660,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017654&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_407,918,국민임대,하남풍산4단지 국민임대주택 예비입주자 모집,경기도,2025.03.14,2025.03.28,접수마감,17302,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017645&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_409,921,국민임대,"양주시 국민임대주택 입주자격완화 예비입주자모집 공고[소득 및 자산요건배제, 무주택요건완화, 전용면적 제한 완화]",경기도,2025.03.14,2025.04.02,접수마감,40840,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017630&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_410,922,국민임대,시흥시 국민임대주택 예비입주자 모집(2025.03.14),경기도,2025.03.14,2025.04.02,접수마감,80727,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017660&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_411,923,국민임대,수원시 지역 국민임대주택 예비입주자 모집 공고(2025.03.14),경기도,2025.03.14,2025.03.28,접수마감,173770,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017650&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_412,924,국민임대,하남시 지역 국민임대주택 예비입주자 모집 공고(2025.03.14.),경기도,2025.03.14,2025.03.27,접수마감,117788,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017628&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_413,926,국민임대,2025년 3월 고양시 지역 국민임대주택 예비입주자 모집공고,경기도,2025.03.14,2025.04.14,접수마감,112163,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017649&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_415,930,국민임대,[정정공고]연천전곡1단지 국민임대주택 예비입주자모집 공고,경기도,2025.03.17,2025.03.27,접수마감,5444,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017686&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_417,932,국민임대,[정정공고]남양주가운1단지 국민임대 예비입주자 모집 공고,경기도,2025.03.17,2025.04.11,접수마감,15443,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017688&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_418,933,국민임대,[정정공고]파주시 지역 국민임대주택 예비입주자 모집,경기도,2025.03.17,2025.04.03,접수마감,55984,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017689&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_419,934,국민임대,[정정공고]평택시.안성시 지역 국민임대 예비입주자 모집공고(2025.03.14),경기도,2025.03.17,2025.03.27,접수마감,60698,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017697&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_421,937,국민임대,[정정공고]하남풍산4단지 국민임대주택 예비입주자 모집,경기도,2025.03.17,2025.03.28,접수마감,52444,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017703&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_429,947,국민임대,[정정공고]남양주시 지역 국민임대주택 예비입주자 모집,경기도,2025.03.18,2025.03.27,접수마감,70388,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017734&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_503,1031,국민임대,[정정공고][정정공고]김포장기 초당마을 국민임대주택 예비입주자 모집공고(2025.03.14.),경기도,2025.03.20,2025.04.04,접수마감,42062,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017685&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_505,1035,영구임대,[입주자격완화] 평택고덕 A-58블록 영구임대주택 입주자 추가모집,경기도,2025.03.20,2025.04.03,접수마감,65731,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017736&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_516,1053,공공임대,화성동탄2 10년 분양전환공공임대주택(리츠) 예비입주자모집공고('25.03),경기도,2025.03.24,2025.04.02,접수마감,116735,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060757&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_520,1061,매입임대,[광주시] 2025년 기존주택 등 매입임대주택 예비입주자 모집 공고,경기도,2025.03.25,2025.04.09,접수마감,10646,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017801&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_524,1069,매입임대,[안성시] 2025년 기존주택 등 매입임대주택 예비입주자 모집 공고,경기도,2025.03.26,2025.04.09,접수마감,4946,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017819&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_528,1073,매입임대,[서울지역본부] 25년 1차 신혼신생아 매입임대Ⅱ(전세형) 예비입주자 모집공고,서울특별시,2025.03.27,2025.04.09,접수마감,99860,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017824&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_529,1074,매입임대,[서울지역본부] 25년 1차 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,서울특별시,2025.03.27,2025.04.09,접수마감,98863,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017821&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_530,1075,매입임대,[수원시] 2025년 기존주택 등 매입임대주택 예비입주자 모집 공고,경기도,2025.03.27,2025.04.09,접수마감,48941,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017799&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_531,1076,매입임대,[안산시] 2025년 기존주택 등 매입임대주택 예비입주자 모집 공고,경기도,2025.03.27,2025.04.09,접수마감,28016,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017800&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_532,1077,매입임대,[용인시] 2025년 기존주택 등 매입임대주택 예비입주자 모집 공고,경기도,2025.03.27,2025.04.09,접수마감,27928,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017802&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_533,1078,매입임대,[여주시] 2025년 기존주택 등 매입임대주택 예비입주자 모집 공고,경기도,2025.03.27,2025.04.09,접수마감,6320,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017803&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_534,1079,매입임대,[이천시] 2025년 기존주택 등 매입임대주택 예비입주자 모집 공고,경기도,2025.03.27,2025.04.09,접수마감,9215,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017804&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_535,1080,매입임대,[화성시] 2025년 기존주택 등 매입임대주택 예비입주자 모집 공고,경기도,2025.03.27,2025.04.09,접수마감,27557,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017806&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_536,1081,매입임대,[오산시] 2025년 기존주택 등 매입임대주택 예비입주자 모집 공고,경기도,2025.03.27,2025.04.09,접수마감,14290,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017807&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_537,1082,매입임대,[광명시] 2025년 기존주택 등 매입임대주택 예비입주자 모집 공고,경기도,2025.03.27,2025.04.09,접수마감,21823,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017808&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_538,1083,매입임대,[시흥시] 2025년 기존주택 등 매입임대주택 예비입주자 모집 공고,경기도,2025.03.27,2025.04.09,접수마감,22946,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017809&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_539,1084,매입임대,[평택시] 2025년 기존주택 등 매입임대주택 예비입주자 모집 공고,경기도,2025.03.27,2025.04.09,접수마감,20003,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017817&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_540,1085,매입임대,[경기남부] 25년 1차 청년 매입임대주택 예비입주자 모집공고,경기도,2025.03.27,2025.04.09,접수마감,79905,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017787&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_541,1086,매입임대,[경기북부] 25년 1차 신혼·신생아 매입임대Ⅰ예비입주자 모집 공고,경기도,2025.03.27,2025.04.09,접수마감,37850,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017795&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_542,1087,매입임대,[경기북부] 25년 1차 신혼·신생아 매입임대Ⅱ(전세형) 예비입주자 모집 공고,경기도,2025.03.27,2025.04.09,접수마감,51093,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017797&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_548,1093,매입임대,[서울지역본부] 25년 1차 청년 매입임대주택 예비입주자 모집공고,서울특별시,2025.03.27,2025.04.09,접수마감,585858,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017788&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_554,1099,매입임대,[경기북부] 25년 1차 청년매입임대 예비입주자 모집공고,경기도,2025.03.27,2025.04.09,접수마감,131043,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017766&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_558,1103,매입임대,[경기남부] 25년 1차 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,경기도,2025.03.27,2025.04.09,접수마감,46810,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017793&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_559,1104,매입임대,[경기남부] 25년 1차 신혼·신생아 매입임대주택Ⅱ(전세형) 예비입주자 모집공고,경기도,2025.03.27,2025.04.09,접수마감,46567,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017796&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_576,1130,영구임대,군포시 영구임대주택 예비입주자 모집,경기도,2025.03.28,2025.04.16,접수마감,35048,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017831&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_577,1132,국민임대,[정정공고]남양주가운1단지 국민임대 예비입주자 모집 공고,경기도,2025.03.28,2025.04.11,접수마감,64032,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017749&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_578,1133,행복주택,판교제2테크노밸리A1 창업지원주택 및 성남재생산단A3 지역전략산업지원주택(행복주택) 예비입주자모집(2025.03.28.),경기도,2025.03.28,2025.04.11,접수마감,83723,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017778&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_581,1136,영구임대,화성서부권 영구임대주택 예비입주자 모집 공고(2025.03.28.),경기도,2025.03.28,2025.04.18,접수마감,51889,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017763&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_583,1144,매입임대,서울 청년 특화형 매입임대주택 [아츠스테이 영등포] 예비입주자 모집공고[25.03.31],서울특별시,2025.03.31,2025.04.06,접수마감,112602,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017849&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_590,1159,매입임대,[정정공고][경기남부] 25년 1차 청년 매입임대주택 예비입주자 모집공고,경기도,2025.04.02,2025.04.09,접수마감,187295,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017852&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_591,1161,매입임대,[정정공고][경기남부] 25년 1차 신혼·신생아 매입임대주택Ⅱ(전세형) 예비입주자 모집공고,경기도,2025.04.02,2025.04.09,접수마감,75796,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017854&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_592,1162,매입임대,[정정공고][경기남부] 25년 1차 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,경기도,2025.04.02,2025.04.09,접수마감,71688,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017853&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_595,1168,국민임대,[정정공고]2025년 3월 고양시 지역 국민임대주택 예비입주자 모집공고,경기도,2025.04.03,2025.04.14,접수마감,134850,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017860&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_598,1181,공공임대,김포한강 Ac-05블록 10년 공공임대주택(리츠) 예비입주자 모집 공고,경기도,2025.04.04,2025.04.18,접수마감,110466,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060832&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_611,1238,국민임대,"오산시 지역 국민임대주택 예비입주자 모집 공고(입주자격완화, 선계약후검증)",경기도,2025.04.14,2025.05.09,접수마감,177093,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017864&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_618,1250,영구임대,화성 동탄지구 내 영구임대주택 예비자 모집(25.04.15.),경기도,2025.04.15,2025.05.02,접수마감,60871,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017876&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_627,1273,행복주택,의왕고천A-1BL[리츠] 행복주택 예비입주자 모집,경기도,2025.04.21,2025.05.09,접수마감,19420,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017893&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_628,1274,행복주택,부천시 행복주택 예비입주자 모집공고(2025.04.21),경기도,2025.04.21,2025.05.09,접수마감,39878,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017896&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_629,1275,국민임대,[정정공고]화성태안6단지 예비입주자 당첨 발표일 정정공고,경기도,2025.04.21,2024.12.19,접수마감,2372,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017898&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_631,1277,행복주택,평택시.안성시 지역 행복주택 예비입주자 모집(2025.04.21),경기도,2025.04.21,2025.05.08,접수마감,31285,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017895&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_632,1278,행복주택,"구리시, 남양주시 지역 행복주택 예비입주자 모집",경기도,2025.04.21,2025.05.09,접수마감,31392,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017897&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_634,1281,행복주택,[정정공고]의왕고천A-1BL[리츠] 행복주택 예비입주자 모집,경기도,2025.04.22,2025.05.09,접수마감,47453,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017901&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_636,1285,행복주택,"[정정공고]구리시, 남양주시 지역 행복주택 예비입주자 모집",경기도,2025.04.22,2025.05.09,접수마감,95204,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017908&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_637,1287,행복주택,부천영상 지역전략산업지원 행복주택 입주자 추가모집 공고('25.04.22.),경기도,2025.04.22,2025.05.16,접수마감,46916,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017900&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_638,1290,행복주택,[정정공고]부천시 행복주택 예비입주자 모집공고(2025.04.21),경기도,2025.04.23,2025.05.09,접수마감,66659,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017912&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_640,1297,행복주택,화성시 행복주택 입주자격완화 예비입주자 모집,경기도,2025.04.23,2025.05.13,접수마감,120335,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017909&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_645,1305,행복주택,부천원종 행복주택(LH참여형 가로주택정비사업) 입주자 모집,경기도,2025.04.24,2025.05.09,접수마감,42498,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017921&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_647,1315,매입임대,[경기북부]다자녀 매입임대주택 예비입주자 모집,경기도,2025.04.25,2025.05.09,접수마감,26121,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017899&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_653,1325,행복주택,[정정공고]평택시.안성시 지역 행복주택 예비입주자 모집(2025.04.21),경기도,2025.04.28,2025.05.08,접수마감,44852,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017943&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_694,1413,행복주택,화성동탄2 행복주택 입주자격완화 예비자 모집(2025.05.08.),경기도,2025.05.08,2025.05.21,접수마감,139467,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017940&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_698,1422,행복주택,군포송정A-1BL 행복주택 입주자격완화 예비입주자 모집,경기도,2025.05.09,2025.05.20,접수마감,32880,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017977&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_699,1423,행복주택,의왕포일1블럭 창업지원주택 예비입주자 모집,경기도,2025.05.09,2025.05.27,접수마감,11915,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017984&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_704,1437,행복주택,오산시 행복주택 입주자격완화 예비입주자 추가모집,경기도,2025.05.12,2025.05.28,접수마감,68364,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017971&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_706,1439,행복주택,[정정공고]의왕포일1블럭 창업지원주택 예비입주자 모집,경기도,2025.05.12,2025.05.27,접수마감,12648,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018010&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_707,1440,행복주택,파주시 관내 중소기업체 근로자 기숙사용 건설임대주택 기업체 모집공고,경기도,2025.05.12,2025.05.23,접수마감,3963,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017999&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_711,1459,국민임대,의정부금오9단지 국민임대주택 예비입주자 모집 공고,경기도,2025.05.14,2025.06.02,접수마감,12018,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018009&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
